"","...1","locality","stateProvince","occurrenceStatus","individualCount","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","elevation","eventDate","year","basisOfRecord","institutionCode","collectionCode","issue","class","ID","bio_01","bio_02","bio_03","bio_04","bio_05","bio_06","bio_07","bio_08","bio_09","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
"11",24,"4 Km debajo de Italia, Valencia","Chocó","PRESENT",1,4.916151,-76.28924,14042.03,340,"1985-07-24",1985,"PRESERVED_SPECIMEN","Universidad del Valle (UniValle)","CVA-UV","OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY"," No Duplicado",11,25.4500007629395,4.69999980926514,0.826000034809113,23.3999996185303,28.3500003814697,22.6499996185303,5.69999980926514,25.75,25.4500007629395,25.75,25.1499996185303,4431.5,432.100006103516,308.100006103516,10.6999998092651,1230.09997558594,977.200012207031,1230.09997558594,1176.5
"12",25,"Barrio Prados de Oriente","Valle del Cauca","PRESENT",1,3.432554,-76.514553,461.93,NA,"1984-08-25",1984,"PRESERVED_SPECIMEN","Universidad del Valle (UniValle)","CVA-UV","COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY"," No Duplicado",12,22.1499996185303,7.40000009536743,0.852000057697296,23.6000003814697,26.25,17.5499992370605,8.69999980926514,21.8500003814697,22.3500003814697,22.4500007629395,21.8500003814697,1240.19995117188,174.800003051758,35.7999992370605,43.4000015258789,444.399993896484,134.100006103516,343.399993896484,444.399993896484
"13",26,"Estero Chiguero","Valle del Cauca","PRESENT",1,3.407253,-77.307772,2058.35,25,"1983-08-02",1983,"PRESERVED_SPECIMEN","Universidad del Valle (UniValle)","CVA-UV","COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY"," No Duplicado",13,25.25,2.5,0.765999972820282,25.6000003814697,26.9500007629395,23.75,3.20000004768372,25.0499992370605,25.6499996185303,25.6499996185303,25.0499992370605,6553.5,1356.09997558594,649.599975585938,21,3885.39990234375,2206.80004882812,2788.30004882812,3736.89990234375
"14",28,"Villa Colombia","Valle del Cauca","PRESENT",1,3.449435,-76.500648,768.43,1000,"1970-12-03",1970,"PRESERVED_SPECIMEN","Universidad del Valle (UniValle)","CVA-UV","OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY"," No Duplicado",14,22.1499996185303,7.40000009536743,0.859000027179718,24,26.1499996185303,17.5499992370605,8.60000038146973,21.75,22.25,22.3500003814697,21.75,1240.30004882812,172.5,37.0999984741211,42.5,440.5,138,344.700012207031,440.5
"15",29,"Cerro de la torre de Televisión","Valle del Cauca","PRESENT",1,3.86136,-76.521769,140452.87,1950,"1966-08-16",1966,"PRESERVED_SPECIMEN","Universidad del Valle (UniValle)","CVA-UV","COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY"," No Duplicado",15,18.4500007629395,5.90000009536743,0.853999972343445,20.2000007629395,21.75,14.8500003814697,6.90000009536743,18.25,18.5499992370605,18.75,18.25,2892.89990234375,330.100006103516,163.800003051758,22.8999996185303,895.599975585938,557.400024414062,824.099975585938,794.200012207031
"16",30,"Parque Nacional Natural Cueva de los Guácharos","Huila","PRESENT",1,1.598983,-76.113383,7055.16,NA,"1962-05-11",1962,"PRESERVED_SPECIMEN","Universidad del Valle (UniValle)","CVA-UV","COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY"," No Duplicado",16,13.75,8.19999980926514,0.791999995708466,61.5999984741211,18.75,8.44999980926514,10.3000001907349,13.1499996185303,14.25,14.25,12.8500003814697,5208.39990234375,573.900024414062,264.5,23,1672.40002441406,921.400024414062,1348.30004882812,1612.5
"17",33,"Refugio Rio Claro","Antioquia","PRESENT",12,5.898994,-74.74291,NA,NA,"2012-10-16",2012,"HUMAN_OBSERVATION","CLO","EBIRD","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND"," No Duplicado",17,26.9500007629395,8.89999961853027,0.782999992370605,63.5,33.5499992370605,22.1499996185303,11.3999996185303,26.3500003814697,26.75,27.75,26.0499992370605,2726.60009765625,381.600006103516,100.400001525879,39.0999984741211,999.099975585938,389.100006103516,512.900024414062,851.099975585938
"18",34,"Rio Claro","Antioquia","PRESENT",6,5.903965,-74.78467,NA,NA,"2012-12-27",2012,"HUMAN_OBSERVATION","CLO","EBIRD","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND"," No Duplicado",18,26.3500003814697,8.80000019073486,0.788999974727631,58.7999992370605,32.8499984741211,21.6499996185303,11.1999998092651,25.75,26.0499992370605,27.0499992370605,25.4500007629395,2950.19995117188,408.700012207031,112.300003051758,38.2999992370605,1077.40002441406,428.700012207031,560.099975585938,922.700012207031
"19",35,"Rio Claro","Antioquia","PRESENT",40,5.909998,-74.86274,NA,NA,"2012-02-01",2012,"HUMAN_OBSERVATION","CLO","EBIRD","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND"," No Duplicado",19,25.6499996185303,8.69999980926514,0.787000000476837,55.2999992370605,32.0499992370605,21.0499992370605,11,25.1499996185303,25.3500003814697,26.3500003814697,24.8500003814697,3390.89990234375,458,139.699996948242,36.2000007629395,1220.59997558594,515.5,650.599975585938,1057.19995117188
"20",36,"Cueva del Condor Rio Claro","Antioquia","PRESENT",NA,5.925588,-74.80663,NA,NA,"2012-10-20",2012,"HUMAN_OBSERVATION","CLO","EBIRD","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND"," No Duplicado",20,25.5499992370605,8.80000019073486,0.794999957084656,54.5,31.9500007629395,20.9500007629395,11,25.1499996185303,25.3500003814697,26.25,24.8500003814697,3134.80004882812,429.799987792969,120.699996948242,37.5999984741211,1140.09997558594,455.299987792969,608,973.5
"21",37,NA,"Antioquia","PRESENT",NA,6.21,-75.59,NA,1500,NA,NA,"HUMAN_OBSERVATION","Corantioquia","Corantioquia-A","GEODETIC_DATUM_ASSUMED_WGS84"," No Duplicado",21,20.0499992370605,9.10000038146973,0.830000042915344,19.5,25.75,14.75,11,20.1499996185303,19.9500007629395,20.25,19.75,2010.69995117188,252.199996948242,65.6999969482422,33.2000007629395,640.099975585938,259.299987792969,582.599975585938,530.799987792969
"22",38,NA,"Antioquia","PRESENT",NA,6.18,-74.58,NA,125,NA,NA,"HUMAN_OBSERVATION","Corantioquia","Corantioquia-A","GEODETIC_DATUM_ASSUMED_WGS84"," No Duplicado",22,28.25,8.80000019073486,0.773000001907349,73.1999969482422,34.5499992370605,23.1499996185303,11.3999996185303,27.4500007629395,28.0499992370605,29.1499996185303,27.1499996185303,2228.19995117188,288.399993896484,65.8000030517578,38.2000007629395,762.400024414062,262.5,526.700012207031,595.599975585938
"23",39,NA,"Antioquia","PRESENT",NA,6.56,-74.79,NA,900,NA,NA,"HUMAN_OBSERVATION","Corantioquia","Corantioquia-A","GEODETIC_DATUM_ASSUMED_WGS84"," No Duplicado",23,21.8500003814697,8.60000038146973,0.831999957561493,39.0999984741211,27.5499992370605,17.25,10.3000001907349,21.8500003814697,21.6499996185303,22.3500003814697,21.3500003814697,3551.30004882812,453.799987792969,86.9000015258789,40.7999992370605,1250,360.899993896484,1036.40002441406,848
"24",40,NA,"Antioquia","PRESENT",NA,5.67,-75.72,NA,1600,NA,NA,"HUMAN_OBSERVATION","Corantioquia","Corantioquia-A","GEODETIC_DATUM_ASSUMED_WGS84"," No Duplicado",24,17.25,8.80000019073486,0.833999991416931,22.5,22.25,11.6499996185303,10.6000003814697,17.25,17.3500003814697,17.5499992370605,16.9500007629395,3192.39990234375,403,134.800003051758,29.2000007629395,1008.40002441406,494.5,716.900024414062,988.599975585938
"25",41,"Vereda El Cerro, Sitio San Lorenzo 2","Antioquia","PRESENT",1,6.380528,-75.034833,NA,1265,"2009-10-06",2009,"HUMAN_OBSERVATION","ISAGEN","ISAGEN","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT"," No Duplicado",25,20.75,8.39999961853027,0.810999989509583,35.0999984741211,26.25,15.9499998092651,10.3000001907349,20.9500007629395,20.4500007629395,21.25,20.3500003814697,4044.30004882812,492.799987792969,127.5,36.9000015258789,1380.19995117188,470.100006103516,1159.30004882812,643.700012207031
"26",43,"Central Hidroeléctrica San Carlos, vereda Juanes, sitio Campamento","Antioquia","PRESENT",1,6.214722,-74.811889,NA,803,"2006-10-10",2006,"HUMAN_OBSERVATION","ISAGEN","ISAGEN","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT"," No Duplicado",26,24.5499992370605,8.30000019073486,0.822999954223633,48.7000007629395,30.25,20.1499996185303,10.1000003814697,24.6499996185303,24.3500003814697,25.25,23.8500003814697,4029,492.799987792969,135,35,1369.19995117188,501.200012207031,1066.5,1016.90002441406
"27",44,"Rio Baudo, Quebrada Sando","Choco","PRESENT",NA,5.05,-76.95,NA,NA,"1958-10-02",1958,"PRESERVED_SPECIMEN","FMNH","Birds","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"," No Duplicado",27,25.4500007629395,5.30000019073486,0.774999976158142,31.3999996185303,29.1499996185303,22.3500003814697,6.80000019073486,25.1499996185303,25.8500003814697,25.9500007629395,25.1499996185303,6553.5,633.799987792969,448.5,9.69999980926514,1881.90002441406,1490.09997558594,1504.90002441406,1838.19995117188
"28",45,"Rio Docampado","Choco","PRESENT",NA,4.75,-77.3,NA,NA,"1958-09-13",1958,"PRESERVED_SPECIMEN","FMNH","Birds","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"," No Duplicado",28,25.6499996185303,3.40000009536743,0.782000005245209,26,27.9500007629395,23.5499992370605,4.40000009536743,25.4500007629395,25.8500003814697,26.0499992370605,25.3500003814697,6534.89990234375,688.099975585938,316.5,22.1000003814697,1982.30004882812,1104.5,1335.09997558594,1948
"29",47,"S OF; CUEVA DE GUACHAROS; PALESTINA","Huila","PRESENT",NA,1.75,-76.07,NA,NA,"1962-05-11",1962,"PRESERVED_SPECIMEN","LACM","Birds",NA," No Duplicado",29,16.4500007629395,8.30000019073486,0.788999974727631,66.1999969482422,21.3500003814697,10.8500003814697,10.5,16.3500003814697,16.9500007629395,16.9500007629395,15.4499998092651,2628.10009765625,288.899993896484,133,21.6000003814697,841.599975585938,488.100006103516,699.900024414062,753.599975585938
"30",49,"TOTORO","Cauca","PRESENT",NA,2.5,-76.4,NA,NA,"1961-07-23",1961,"PRESERVED_SPECIMEN","LACM","Birds",NA," No Duplicado",30,13.25,7.19999980926514,0.847999930381775,17.5,17.75,9.25,8.5,13.1499996185303,13.0500001907349,13.4499998092651,13.0500001907349,2479.30004882812,366.700012207031,55.2999992370605,47.5999984741211,982.700012207031,219.100006103516,726.099975585938,219.100006103516
"31",53,"Cañon del Rio Claro ","Antioquia","PRESENT",NA,5.865472,-74.86919,NA,NA,"2007-11-16",2007,"HUMAN_OBSERVATION","CLO","EBIRD","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND"," No Duplicado",31,26.1499996185303,8.69999980926514,0.773999989032745,59.2000007629395,32.6500015258789,21.3500003814697,11.3000001907349,25.6499996185303,25.8500003814697,26.8500003814697,25.3500003814697,3170.10009765625,432.200012207031,132.5,36.7999992370605,1148,492.799987792969,583.799987792969,1004.59997558594
"32",56,NA,"Cauca","PRESENT",NA,2.435071,-76.603601,99,NA,"2025-08-21T09:45:57",2025,"HUMAN_OBSERVATION","iNaturalist","Observations","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND"," No Duplicado",32,18.5499992370605,7.40000009536743,0.844999969005585,18,23.1499996185303,14.4499998092651,8.69999980926514,18.25,18.5499992370605,18.6499996185303,18.25,2268.39990234375,333.100006103516,61.7000007629395,45.2000007629395,898.700012207031,219.5,249.800003051758,898.700012207031
"33",57,"Ukuku Rural Lodge","Tolima","PRESENT",1,4.5575,-75.3277,NA,1890,"2024-06-19",2024,"PRESERVED_SPECIMEN","Universidad del Tolima (UT)","CZUT","INSTITUTION_MATCH_FUZZY"," No Duplicado",33,17.25,7.30000019073486,0.864000022411346,17.8999996185303,21.3500003814697,12.8500003814697,8.5,17.4500007629395,17.1499996185303,17.5499992370605,17.0499992370605,2763,312.200012207031,130.399993896484,25.8999996185303,844.299987792969,467.600006103516,842.200012207031,592.599975585938
"34",58,NA,"Antioquia","PRESENT",NA,5.59168,-75.816047,235,NA,"2025-10-13T09:24",2025,"HUMAN_OBSERVATION","iNaturalist","Observations","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND"," No Duplicado",34,17.1499996185303,8.10000038146973,0.860999941825867,22.5,21.6499996185303,12.25,9.39999961853027,16.9500007629395,17.25,17.4500007629395,16.9500007629395,2781,329.700012207031,124.199996948242,26.7999992370605,857.900024414062,451.899993896484,644.799987792969,857.900024414062
"35",59,NA,"Tolima","PRESENT",NA,4.283196,-75.555137,977,NA,"2025-10-11T08:02",2025,"HUMAN_OBSERVATION","iNaturalist","Observations","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND"," No Duplicado",35,11.4499998092651,7.90000009536743,0.807999968528748,41.9000015258789,16.5499992370605,6.75,9.80000019073486,11.0500001907349,11.9499998092651,11.9499998092651,10.9499998092651,2858.80004882812,342,159.199996948242,28.2999992370605,899.400024414062,539.599975585938,540.099975585938,744.799987792969
"36",60,NA,"Antioquia","PRESENT",NA,5.935722,-74.859667,NA,NA,"2025-10-15T15:24",2025,"HUMAN_OBSERVATION","iNaturalist","Observations","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND"," No Duplicado",36,24.25,8.60000038146973,0.791999995708466,48.2000007629395,30.4500007629395,19.5499992370605,10.8999996185303,23.8500003814697,23.9500007629395,24.8500003814697,23.5499992370605,3580.69995117188,479.899993896484,147.100006103516,35.7000007629395,1281.09997558594,540.5,702.200012207031,1105.09997558594
"37",61,NA,"Antioquia","PRESENT",NA,5.591205,-75.815523,157,NA,"2025-10-05T11:39:58",2025,"HUMAN_OBSERVATION","iNaturalist","Observations","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND"," No Duplicado",37,16.9500007629395,8.10000038146973,0.85699999332428,21.7000007629395,21.3500003814697,11.9499998092651,9.39999961853027,16.6499996185303,17.0499992370605,17.25,16.6499996185303,2764.19995117188,327.200012207031,124,26.7000007629395,852.200012207031,450.600006103516,642.799987792969,852.200012207031
"38",65,"Antioquia","Antioquia","PRESENT",6,5.594509,-75.818476,95,NA,"2025-04-11",2025,"HUMAN_OBSERVATION",NA,NA,NA," No Duplicado",38,17.6499996185303,8,0.852999985218048,21.3999996185303,22.1499996185303,12.75,9.39999961853027,17.4500007629395,17.75,17.9500007629395,17.4500007629395,2705,319.600006103516,121.300003051758,26.6000003814697,833.5,440.799987792969,628.700012207031,833.5
"39",66,"Cañón del río Guape","Meta","PRESENT",40,3.267367,-74.276505,NA,NA,"2024-02-07",2024,"HUMAN_OBSERVATION","CLO","EBIRD","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND"," No Duplicado",39,22.6499996185303,8,0.717999994754791,83.3000030517578,28.8500003814697,17.75,11.1000003814697,22.25,23.4500007629395,23.6499996185303,21.4500007629395,2323.30004882812,297.5,55.9000015258789,41.2000007629395,861.900024414062,245,319,690.799987792969
"40",67,"Variante Ibagué - Armenia, Cajamarca, Tolima, CO (4.44, -75.423)","Tolima","PRESENT",1,4.439933,-75.42301,NA,NA,"2021-01-24",2021,"HUMAN_OBSERVATION","CLO","EBIRD","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND"," No Duplicado",40,17.4500007629395,7.59999990463257,0.875,18,21.6499996185303,12.9499998092651,8.69999980926514,17.5499992370605,17.25,17.6499996185303,17.1499996185303,2096.5,239.699996948242,93.9000015258789,27.5,659.5,352.399993896484,638.400024414062,471
"41",68,"Puente Huesera EHG - Jardin, Antioquia, CO (5,573, -75,775)","Antioquia","PRESENT",1,5.572938,-75.774506,NA,NA,"2024-01-08",2024,"HUMAN_OBSERVATION","CLO","EBIRD","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND"," No Duplicado",41,13.8500003814697,8.30000019073486,0.85699999332428,20.8999996185303,18.3500003814697,8.64999961853027,9.69999980926514,13.5500001907349,13.9499998092651,14.1499996185303,13.5500001907349,3015.39990234375,362.5,134.699996948242,27.2000007629395,933.299987792969,489.299987792969,696.5,933.299987792969
"42",73,"Rocosaurio Cañon Del GUAPE","Meta","PRESENT",30,3.270429,-74.27214,NA,NA,"2024-03-10",2024,"HUMAN_OBSERVATION","CLO","EBIRD","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND"," No Duplicado",42,22.9500007629395,8,0.71399998664856,83,29.25,18.0499992370605,11.1999998092651,22.5499992370605,23.75,24.0499992370605,21.75,2347.30004882812,302.399993896484,54.7999992370605,41.7000007629395,876,242.199996948242,317.700012207031,703.700012207031
"43",75,"Calle 36A, Pereira CO-Risaralda 4.80967, -75.71066","Risaralda","PRESENT",1,4.809665,-75.710655,NA,NA,"2024-06-09",2024,"HUMAN_OBSERVATION","CLO","EBIRD","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND"," No Duplicado",43,19.5499992370605,6.69999980926514,0.885999977588654,16.7000007629395,23.0499992370605,15.4499998092651,7.59999990463257,19.4500007629395,19.3500003814697,19.75,19.3500003814697,3231.69995117188,402.299987792969,157.600006103516,31.3999996185303,1052.69995117188,550.299987792969,1008.20001220703,771.299987792969
"44",77,"Pensilvania - Quebrada San Lorenzo","Caldas","PRESENT",5,5.390017,-75.14015,NA,NA,"2020-07-14",2020,"HUMAN_OBSERVATION","CLO","EBIRD","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND"," No Duplicado",44,17.4500007629395,9.30000019073486,0.778999984264374,36.7000007629395,23.75,11.8500003814697,11.8999996185303,17.3500003814697,17.75,17.9500007629395,16.9500007629395,3781,434.100006103516,164.899993896484,28.1000003814697,1194,598.900024414062,723,942.700012207031
"45",80,"Reserva Monte León","Caldas","PRESENT",3,5.075905,-75.49858,NA,NA,"2020-05-11",2020,"HUMAN_OBSERVATION","CLO","EBIRD","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND"," No Duplicado",45,15.6499996185303,8.30000019073486,0.879000008106232,25.5,20.1499996185303,10.75,9.39999961853027,15.6499996185303,15.3500003814697,15.9499998092651,15.3500003814697,2807.80004882812,361.799987792969,118.699996948242,36,934.799987792969,430.799987792969,897,459.5
"46",82,"Cañón del Guape","Meta","PRESENT",50,3.25673,-74.2698,NA,NA,"2024-01-14",2024,"HUMAN_OBSERVATION","CLO","EBIRD","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND"," No Duplicado",46,22.9500007629395,8.10000038146973,0.712000012397766,84.0999984741211,29.3500003814697,18.0499992370605,11.3000001907349,22.5499992370605,23.8500003814697,24.0499992370605,21.8500003814697,2354.30004882812,305.600006103516,52.0999984741211,42.5,886.599975585938,235,312.700012207031,718.200012207031
"47",85,"Cueva de los Guácharos, Vereda San Antonio","Casanare","PRESENT",20,4.86815,-72.99882,NA,NA,"2024-05-11",2024,"HUMAN_OBSERVATION","CLO","EBIRD","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND"," No Duplicado",47,22.0499992370605,7.5,0.722000002861023,89.9000015258789,27.9500007629395,17.5499992370605,10.3999996185303,21.1499996185303,22.8500003814697,23.25,20.9500007629395,4353.7001953125,692.599975585938,34,63,1946.69995117188,208.699996948242,261.600006103516,1915.90002441406
